seal	path	expected	actual	match
data/external/original-workspace/task028-freeze-b-draft/sealed_v3/SEAL_MANIFEST.sha256	data/external/original-workspace/task028-freeze-b-draft/sealed_v3/B1/B1_exclusion_ledger.tsv	1610c3b7f7ca2eb3fcfafce32ec2937bbd94f4beca8cd5ceb70a1079daf3f4e0	1610c3b7f7ca2eb3fcfafce32ec2937bbd94f4beca8cd5ceb70a1079daf3f4e0	True
data/external/original-workspace/task028-freeze-b-draft/sealed_v3/SEAL_MANIFEST.sha256	data/external/original-workspace/task028-freeze-b-draft/sealed_v3/B1/build_sealed_B1.py	8a7460c0d853a9d436337cc3576005375ec2d7e8fb4d2aca864c7ea051fc1f28	8a7460c0d853a9d436337cc3576005375ec2d7e8fb4d2aca864c7ea051fc1f28	True
data/external/original-workspace/task028-freeze-b-draft/sealed_v3/SEAL_MANIFEST.sha256	data/external/original-workspace/task028-freeze-b-draft/sealed_v3/B1/B1_SHA256.manifest	5915486ba5f83324c17b29006b1e0f5865ac2d14649e7ea25333391658a3040c	5915486ba5f83324c17b29006b1e0f5865ac2d14649e7ea25333391658a3040c	True
data/external/original-workspace/task028-freeze-b-draft/sealed_v3/SEAL_MANIFEST.sha256	data/external/original-workspace/task028-freeze-b-draft/sealed_v3/B1_PROVENANCE.md	37ca708a621ae628244b6bcd45c132346046e6f4f9a545ba0989f3111b1ce125	37ca708a621ae628244b6bcd45c132346046e6f4f9a545ba0989f3111b1ce125	True
data/external/original-workspace/task028-freeze-b-draft/sealed_v3/SEAL_MANIFEST.sha256	data/external/original-workspace/task028-freeze-b-draft/sealed_v3/B2_MODEL_SPEC.md	682099a03923778d170ff4bd46e8b475405419fe1fadb3259ce4c2e75b43f2c1	682099a03923778d170ff4bd46e8b475405419fe1fadb3259ce4c2e75b43f2c1	True
data/external/original-workspace/task028-freeze-b-draft/sealed_v3/SEAL_MANIFEST.sha256	data/external/original-workspace/task028-freeze-b-draft/sealed_v3/B3_CLAIM_MATRIX.md	da1dedb6b32ed862a9e2b5f21651f75bba464de5e652ec7d55deb2136e6b4c63	da1dedb6b32ed862a9e2b5f21651f75bba464de5e652ec7d55deb2136e6b4c63	True
data/external/original-workspace/task028-freeze-b-draft/sealed_v3/SEAL_MANIFEST.sha256	data/external/original-workspace/task028-freeze-b-draft/sealed_v3/AMENDMENT_v2.md	fec0505d9dd4c79ca353464d98f169e88ccee55aaf8a0751ee236896b648ace6	fec0505d9dd4c79ca353464d98f169e88ccee55aaf8a0751ee236896b648ace6	True
data/external/original-workspace/task028-freeze-b-draft/sealed_v3/SEAL_MANIFEST.sha256	data/external/original-workspace/task028-freeze-b-draft/sealed_v3/AMENDMENT_v3.md	7803b4d58df12895e52253d1f209af723eabf3653b423ea312940a4f2de29faa	7803b4d58df12895e52253d1f209af723eabf3653b423ea312940a4f2de29faa	True
data/external/original-workspace/task028-freeze-b-draft/sealed_v3/SEAL_MANIFEST.sha256	data/external/original-workspace/task028-freeze-b-draft/sealed_v3/ABSOLUTE_PROVENANCE.md	463a17d8feb94a3e432494dc8c744a38d6f7037fdf0ecf9caf33c06e757819aa	463a17d8feb94a3e432494dc8c744a38d6f7037fdf0ecf9caf33c06e757819aa	True
data/external/original-workspace/task028-freeze-b-draft/sealed_v3/SEAL_MANIFEST.sha256	data/external/original-workspace/task028-freeze-b-draft/sealed_v3/m3_edge_reconciliation.md	68fcd645b4760df720a17c6db70250dde29ab8c7b1ed324ae0db041ec32aac0f	68fcd645b4760df720a17c6db70250dde29ab8c7b1ed324ae0db041ec32aac0f	True
data/external/original-workspace/task028-freeze-b-draft/sealed_v3/SEAL_MANIFEST.sha256	data/external/original-workspace/task028-freeze-b-draft/sealed_v3/amend_scripts/build_m3_edge_ledger_v2.py	721121fc854c7e6eab1b000d9290506bc508ab5997fee85ca6314b85d355b4b3	721121fc854c7e6eab1b000d9290506bc508ab5997fee85ca6314b85d355b4b3	True
data/external/original-workspace/task028-freeze-b-draft/sealed_v3/SEAL_MANIFEST.sha256	data/external/original-workspace/task028-freeze-b-draft/sealed_v3/amend_scripts/build_orphan_target_ledger.py	6eee65dd23fad16ea88df8df0bad8a607cf8118c967fcde675acd33b44b12024	6eee65dd23fad16ea88df8df0bad8a607cf8118c967fcde675acd33b44b12024	True
data/external/original-workspace/task028-freeze-b-draft/execution/results_v3/RESULT_SEAL.sha256	data/external/original-workspace/task028-freeze-b-draft/execution/results_v3/DEVIATIONS.txt	43257f68da70d43cf2166a63565c5f6541a2cf5bfe069e79996a6060aae82c9f	43257f68da70d43cf2166a63565c5f6541a2cf5bfe069e79996a6060aae82c9f	True
data/external/original-workspace/task028-freeze-b-draft/execution/results_v3/RESULT_SEAL.sha256	data/external/original-workspace/task028-freeze-b-draft/execution/results_v3/allzero_exclusions.tsv	a6b5ab443d57b4df1228a9fb65d4fd690173eefbdbfaa8eddb7a11093c0b02c5	a6b5ab443d57b4df1228a9fb65d4fd690173eefbdbfaa8eddb7a11093c0b02c5	True
data/external/original-workspace/task028-freeze-b-draft/execution/results_v3/RESULT_SEAL.sha256	data/external/original-workspace/task028-freeze-b-draft/execution/results_v3/discordance_Dt_H4.tsv	7098da2cb05685538a7a84c413e3523209e3177b784fd8072fb39a442fe06655	7098da2cb05685538a7a84c413e3523209e3177b784fd8072fb39a442fe06655	True
data/external/original-workspace/task028-freeze-b-draft/execution/results_v3/RESULT_SEAL.sha256	data/external/original-workspace/task028-freeze-b-draft/execution/results_v3/equivalence_C1_F4.tsv	0eca964cfeda16588c63cf9277f920b580bbf5ec5fcf1408400b053cdd88f692	0eca964cfeda16588c63cf9277f920b580bbf5ec5fcf1408400b053cdd88f692	True
data/external/original-workspace/task028-freeze-b-draft/execution/results_v3/RESULT_SEAL.sha256	data/external/original-workspace/task028-freeze-b-draft/execution/results_v3/gene_flow_ledger.json	824516ea2f8290e70275372c5d2dbf2619492be4d37713fe8da1cee0c88f0f61	824516ea2f8290e70275372c5d2dbf2619492be4d37713fe8da1cee0c88f0f61	True
data/external/original-workspace/task028-freeze-b-draft/execution/results_v3/RESULT_SEAL.sha256	data/external/original-workspace/task028-freeze-b-draft/execution/results_v3/model_diagnostics.json	db977e837bb798e1552e0fab3aada8dc232a5434be353166c10aec9da0c8f0d1	db977e837bb798e1552e0fab3aada8dc232a5434be353166c10aec9da0c8f0d1	True
data/external/original-workspace/task028-freeze-b-draft/execution/results_v3/RESULT_SEAL.sha256	data/external/original-workspace/task028-freeze-b-draft/execution/results_v3/phase1_qc_verdict.json	81603fbc3c26ba57eef9e9aa7bd351eabb24a37080f2765995083d91157cb049	81603fbc3c26ba57eef9e9aa7bd351eabb24a37080f2765995083d91157cb049	True
data/external/original-workspace/task028-freeze-b-draft/execution/results_v3/RESULT_SEAL.sha256	data/external/original-workspace/task028-freeze-b-draft/execution/results_v3/phase2a_score_manifest.json	ccdf9e907da81b105f7859154290a778afff6b7f93074b2e19887c2a5671ed97	ccdf9e907da81b105f7859154290a778afff6b7f93074b2e19887c2a5671ed97	True
data/external/original-workspace/task028-freeze-b-draft/execution/results_v3/RESULT_SEAL.sha256	data/external/original-workspace/task028-freeze-b-draft/execution/results_v3/phase2b_models.json	376835bfcc90821ce1d0a40e3614b83300fa1667f7d02210ebe56bfe34958c60	376835bfcc90821ce1d0a40e3614b83300fa1667f7d02210ebe56bfe34958c60	True
data/external/original-workspace/task028-freeze-b-draft/execution/results_v3/RESULT_SEAL.sha256	data/external/original-workspace/task028-freeze-b-draft/execution/results_v3/primary_results.tsv	50df517a55744c12cac1db62a40b123976b1e4dc7efc2b806fe9f6d2a1608f9f	50df517a55744c12cac1db62a40b123976b1e4dc7efc2b806fe9f6d2a1608f9f	True
data/external/original-workspace/task028-freeze-b-draft/execution/results_v3/RESULT_SEAL.sha256	data/external/original-workspace/task028-freeze-b-draft/execution/results_v3/sample_flow_ledger.json	0d31b6cdc8d936b2afdf6f14832fa52e64806c1df33d99e584f049c8139152a6	0d31b6cdc8d936b2afdf6f14832fa52e64806c1df33d99e584f049c8139152a6	True
data/external/original-workspace/task028-freeze-b-draft/execution/results_v3/RESULT_SEAL.sha256	data/external/original-workspace/task028-freeze-b-draft/execution/results_v3/sensitivity_SENS_S1.tsv	7d83de94b7eaf20c1a3df3765a0dd02ec0a0014f3714de0bb494cd4f97154ab7	7d83de94b7eaf20c1a3df3765a0dd02ec0a0014f3714de0bb494cd4f97154ab7	True
data/external/original-workspace/task028-freeze-b-draft/execution/results_v3/RESULT_SEAL.sha256	data/external/original-workspace/task028-freeze-b-draft/execution/results_v3/sensitivity_SENS_S2.tsv	fb856bc3646404ab35ab91ac27210147ac700d9be09010bdc8f64ecf6d953d14	fb856bc3646404ab35ab91ac27210147ac700d9be09010bdc8f64ecf6d953d14	True
data/external/original-workspace/task028-freeze-b-draft/execution/results_v3/RESULT_SEAL.sha256	data/external/original-workspace/task028-freeze-b-draft/execution/results_v3/sensitivity_SENS_absolute.tsv	8846f1b01d9e803e5779f74246215e22ba4387e913c4d55d263a9687c6277a72	8846f1b01d9e803e5779f74246215e22ba4387e913c4d55d263a9687c6277a72	True
data/external/original-workspace/task028-freeze-b-draft/execution/results_v3/RESULT_SEAL.sha256	data/external/original-workspace/task028-freeze-b-draft/execution/results_v3/sensitivity_SENS_compactM1.tsv	c75fd088769202029fc91f588922965bd29bc94ca0cb40600f58b42d7ee34b83	c75fd088769202029fc91f588922965bd29bc94ca0cb40600f58b42d7ee34b83	True
data/external/original-workspace/task028-freeze-b-draft/execution/results_v3/RESULT_SEAL.sha256	data/external/original-workspace/task028-freeze-b-draft/execution/results_v3/sensitivity_SENS_nopurity.tsv	be4a89f723cc1e8f62405ea32f4acb6dccf386cf7cb06f26627a6120478c43d7	be4a89f723cc1e8f62405ea32f4acb6dccf386cf7cb06f26627a6120478c43d7	True
data/external/original-workspace/task028-freeze-b-draft/execution/results_v3/RESULT_SEAL.sha256	data/external/original-workspace/task028-freeze-b-draft/execution/results_v3/sensitivity_SENS_signedssgsea.tsv	acce4ca4a4db54d1522f77d838d8542f567f73b9ae85ab352f18a3c4188e3bec	acce4ca4a4db54d1522f77d838d8542f567f73b9ae85ab352f18a3c4188e3bec	True
data/external/original-workspace/task028-freeze-b-draft/execution/results_v3/RESULT_SEAL.sha256	data/external/original-workspace/task028-freeze-b-draft/execution/results_v3/sensitivity_concordance.tsv	9d465e52918f21e1db869e34d40d8f511a8d0586a2a1f5724c1f831279dae20a	9d465e52918f21e1db869e34d40d8f511a8d0586a2a1f5724c1f831279dae20a	True
data/external/original-workspace/task028-freeze-b-draft/execution/results_v3/RESULT_SEAL.sha256	data/external/original-workspace/task028-freeze-b-draft/execution/results_v3/software_env.json	c7d449468120a531b9bfd13b753bba6f869d63184395d79dcb975a2b170a1189	c7d449468120a531b9bfd13b753bba6f869d63184395d79dcb975a2b170a1189	True
data/external/original-workspace/task028-freeze-b-draft/execution/results_v3/RESULT_SEAL.sha256	data/external/original-workspace/task028-freeze-b-draft/execution/intermediate/scores_v3.npz	956b7a968f35d1da57719e3bc7392decbdd6e292ac31d4dec100b6632518b0cb	956b7a968f35d1da57719e3bc7392decbdd6e292ac31d4dec100b6632518b0cb	True
data/external/original-workspace/task028-freeze-b-draft/execution/results_v3/RESULT_SEAL.sha256	data/external/original-workspace/task028-freeze-b-draft/execution/intermediate/covariates_v3.tsv	cc46495c0abc6877182c9bff8d4ba44f11599d8bc5bc7a8cb6f8331aa1ec3c9a	cc46495c0abc6877182c9bff8d4ba44f11599d8bc5bc7a8cb6f8331aa1ec3c9a	True
data/external/original-workspace/task028-freeze-b-draft/execution/results_v3/RESULT_SEAL.sha256	data/external/original-workspace/task028-freeze-b-draft/execution/scripts_v3/common_v3.py	46f56e80bbc1c166e3e1f2493c95c586ee5bdd15834eb4ea8c0008c0538ab43d	46f56e80bbc1c166e3e1f2493c95c586ee5bdd15834eb4ea8c0008c0538ab43d	True
data/external/original-workspace/task028-freeze-b-draft/execution/results_v3/RESULT_SEAL.sha256	data/external/original-workspace/task028-freeze-b-draft/execution/scripts_v3/model_engine.py	4d7bfb997c9dc188daf9e584a791ff490dfcfdd7fa365c20bca8a2c066f42065	4d7bfb997c9dc188daf9e584a791ff490dfcfdd7fa365c20bca8a2c066f42065	True
data/external/original-workspace/task028-freeze-b-draft/execution/results_v3/RESULT_SEAL.sha256	data/external/original-workspace/task028-freeze-b-draft/execution/scripts_v3/phase1_qc_v3.py	31b5e5bee5ffcf863e9db75d7beefa6d9cac70e46874acbe4d34c21ca21d21b2	31b5e5bee5ffcf863e9db75d7beefa6d9cac70e46874acbe4d34c21ca21d21b2	True
data/external/original-workspace/task028-freeze-b-draft/execution/results_v3/RESULT_SEAL.sha256	data/external/original-workspace/task028-freeze-b-draft/execution/scripts_v3/phase2a_score.py	74238576f79edfd2905b8559dd4a1d2bdab6962ae8fd213b817d5f087f1e35bd	74238576f79edfd2905b8559dd4a1d2bdab6962ae8fd213b817d5f087f1e35bd	True
data/external/original-workspace/task028-freeze-b-draft/execution/results_v3/RESULT_SEAL.sha256	data/external/original-workspace/task028-freeze-b-draft/execution/scripts_v3/phase2b_models.py	1c12516d86a21f70f3fb3d97f2b521f495abf9cc80775ef43463193c94bd1163	1c12516d86a21f70f3fb3d97f2b521f495abf9cc80775ef43463193c94bd1163	True
data/external/original-workspace/task028-freeze-b-draft/execution/results_v3/RESULT_SEAL.sha256	data/external/original-workspace/task028-freeze-b-draft/execution/scripts_v3/phase3_freeze.py	4227f7685ce96bcf7d96e63975e1ff0a2c24248d084c337817141b7904b83b48	4227f7685ce96bcf7d96e63975e1ff0a2c24248d084c337817141b7904b83b48	True
data/external/original-workspace/task028-freeze-b-draft/execution/results_v3/RESULT_SEAL.sha256	data/external/original-workspace/task028-freeze-b-draft/execution/scripts_v3/scoring.py	2b2fbceea757a65cc73821794d79feebed53accf5a4e0445cfb179b08626bd3f	2b2fbceea757a65cc73821794d79feebed53accf5a4e0445cfb179b08626bd3f	True
data/external/original-workspace/task029-external-replication-feasibility/execution/results/RESULT_SEAL.sha256	data/external/original-workspace/task029-external-replication-feasibility/execution/results/acq04_qc_verdict.json	ce973f672f9f2ec1ac2318c18dd442e71ae153b090e4919e10a82311799e9a30	ce973f672f9f2ec1ac2318c18dd442e71ae153b090e4919e10a82311799e9a30	True
data/external/original-workspace/task029-external-replication-feasibility/execution/results/RESULT_SEAL.sha256	data/external/original-workspace/task029-external-replication-feasibility/execution/results/ACQUISITION_CHECKPOINT_VERDICT.json	1526970d306df5df822a8f5fee55df6c8e19d933cf730daae18b01fe14db1e78	1526970d306df5df822a8f5fee55df6c8e19d933cf730daae18b01fe14db1e78	True
data/external/original-workspace/task029-external-replication-feasibility/execution/results/RESULT_SEAL.sha256	data/external/original-workspace/task029-external-replication-feasibility/execution/results/gene_flow_ledger.json	65f9e9e1f43883717e42b01cdfd0e8fa3aade6aa0016bb25b028665ad0e441f3	65f9e9e1f43883717e42b01cdfd0e8fa3aade6aa0016bb25b028665ad0e441f3	True
data/external/original-workspace/task029-external-replication-feasibility/execution/results/RESULT_SEAL.sha256	data/external/original-workspace/task029-external-replication-feasibility/execution/results/model_diagnostics.json	04de61e67c98a17f32811a745a0fa23911522d9f524727d0896bdcbce9134dd9	04de61e67c98a17f32811a745a0fa23911522d9f524727d0896bdcbce9134dd9	True
data/external/original-workspace/task029-external-replication-feasibility/execution/results/RESULT_SEAL.sha256	data/external/original-workspace/task029-external-replication-feasibility/execution/results/primary_results.json	65457ac8003d3e9d44336216ca4a2a9e74046b1d68f72b1b9af3b9dc586e4a2c	65457ac8003d3e9d44336216ca4a2a9e74046b1d68f72b1b9af3b9dc586e4a2c	True
data/external/original-workspace/task029-external-replication-feasibility/execution/results/RESULT_SEAL.sha256	data/external/original-workspace/task029-external-replication-feasibility/execution/results/REPRODUCIBILITY_MANIFEST.json	94bfcb5c6a12e840a0363ceb250dd94c70dab2d5be4570095837d69bb4db3f9f	94bfcb5c6a12e840a0363ceb250dd94c70dab2d5be4570095837d69bb4db3f9f	True
data/external/original-workspace/task029-external-replication-feasibility/execution/results/RESULT_SEAL.sha256	data/external/original-workspace/task029-external-replication-feasibility/execution/results/sample_flow_ledger.tsv	add045d012e3055c597ad9cbaa36a28ac270239e0ceaa59ebb558d55d89ad564	add045d012e3055c597ad9cbaa36a28ac270239e0ceaa59ebb558d55d89ad564	True
data/external/original-workspace/task029-external-replication-feasibility/execution/results/RESULT_SEAL.sha256	data/external/original-workspace/task029-external-replication-feasibility/execution/results/sensitivity_results.json	d8406ec43bfe5878d9c659fd1171344d1e360578b0dd97294e8aea35efa8522c	d8406ec43bfe5878d9c659fd1171344d1e360578b0dd97294e8aea35efa8522c	True
data/external/original-workspace/task029-external-replication-feasibility/execution/results/RESULT_SEAL.sha256	data/external/original-workspace/task029-external-replication-feasibility/execution/results/table_M1_F2_sensitivity.tsv	079394b4e238fd5ba35899703f170d995a2d6bce236e018882493a265ecfaf24	079394b4e238fd5ba35899703f170d995a2d6bce236e018882493a265ecfaf24	True
data/external/original-workspace/task029-external-replication-feasibility/execution/results/RESULT_SEAL.sha256	data/external/original-workspace/task029-external-replication-feasibility/execution/results/table_meta_fixedeffect.tsv	7fc561324ca5e1642b42f359460c2c695f8454c018929a18147097d9f5f2d5e3	7fc561324ca5e1642b42f359460c2c695f8454c018929a18147097d9f5f2d5e3	True
data/external/original-workspace/task029-external-replication-feasibility/execution/results/RESULT_SEAL.sha256	data/external/original-workspace/task029-external-replication-feasibility/execution/results/table_per_stratum_effects.tsv	00455df5cada3217ed820b64cff6401c8506e89a562122ac2f26096b852d23b8	00455df5cada3217ed820b64cff6401c8506e89a562122ac2f26096b852d23b8	True
data/external/original-workspace/task029-external-replication-feasibility/execution/results/RESULT_SEAL.sha256	data/external/original-workspace/task029-external-replication-feasibility/execution/results/table_primary_per_target.tsv	fd22a70d1df961bbbfe61c3eda90f0ba6f42bd064faa6bc2fb833548f0801dbc	fd22a70d1df961bbbfe61c3eda90f0ba6f42bd064faa6bc2fb833548f0801dbc	True
data/external/original-workspace/task029-external-replication-feasibility/execution/results/RESULT_SEAL.sha256	data/external/original-workspace/task029-external-replication-feasibility/execution/results/table_sensitivity_estimate_purity.tsv	85a344753122d6e08a38302242d154befedc0124b4198902706fc98883329573	85a344753122d6e08a38302242d154befedc0124b4198902706fc98883329573	True
